pmid,title,abstract,journal,publication_date,authors,num_authors,abstract_length,specialty,collection_date
38963022,Clinical diagnostic value of targeted next‑generation sequencing for infectious diseases (Review).,"As sequencing technology transitions from research to clinical settings, due to technological maturity and cost reductions, metagenomic next‑generation sequencing (mNGS) is increasingly used. This shift underscores the growing need for more cost‑effective and universally accessible sequencing assays to improve patient care and public health. Therefore, targeted NGS (tNGS) is gaining prominence. tNGS involves enrichment of target pathogens in patient samples based on multiplex PCR amplification or probe capture with excellent sensitivity. It is increasingly used in clinical diagnostics due to its practicality and efficiency. The present review compares the principles of different enrichment methods. The high positivity rate of tNGS in the detection of pathogens was found in respiratory samples with specific instances. tNGS maintains high sensitivity (70.8‑95.0%) in samples with low pathogen loads, including blood and cerebrospinal fluid. Furthermore, tNGS is effective in detecting drug‑resistant strains of <i>Mycobacterium tuberculosis</i>, allowing identification of resistance genes and guiding clinical treatment decisions, which is difficult to achieve with mNGS. In the present review, the application of tNGS in clinical settings and its current limitations are assessed. The continued development of tNGS has the potential to refine diagnostic accuracy and treatment efficacy and improving infectious disease management. However, further research to overcome technical challenges such as workflow time and cost is required.",Molecular medicine reports,2024-Sep,"Chen Q, Yi J, Liu Y, Yang C, Sun Y, Du J, Liu Y, Gu D, Liu H, Xu Y, Chen Y",11,1545,infectious_diseases,2025-11-02 18:32:41
37061101,Diagnostic stewardship in infectious diseases: a continuum of antimicrobial stewardship in the fight against antimicrobial resistance.,"Antimicrobial resistance (AMR) has been exacerbated by the inappropriate use of diagnostics, leading to excessive prescription of antimicrobials, and is an imminent threat to global health. Diagnostic stewardship (DS) is an auxiliary to antimicrobial stewardship (AMS) and comprises ordering the right tests, for the right patient, at the right time. It also promotes the judicious use of rapid and novel molecular diagnostic tools to enable the initiation of proper antibiotic therapy, while avoiding excessive use of broad-spectrum antibiotics. Proper interpretation of test results is crucial to avoid overdiagnosis and excessive healthcare costs. Although many rapid diagnostic tools have been developed with a high diagnostic yield, they are often limited by accessibility, cost, and lack of knowledge regarding their use. Careful consideration of clinical signs and symptoms with knowledge of the local epidemiology are essential for DS. This enables appropriate interpretation of microbiological results. Multidisciplinary teams that include well trained professionals should cooperate to promote DS. Challenges and barriers to the implementation of DS are mostly caused by scarcity of resources and lack of trained personnel and, most importantly, lack of knowledge. The lack of resources is often due to absence of awareness of the impact that good medical microbiology diagnostic facilities and expertise can have on the proper use of antibiotics.",International journal of antimicrobial agents,2023-Jul,"Zakhour J, Haddad SF, Kerbage A, Wertheim H, Tattevin P, Voss A, Ünal S, Ouedraogo AS, Kanj SS",9,1457,infectious_diseases,2025-11-02 18:32:41
33516423,Common Infectious Diseases.,"The initial assessment of immigrant and refugee patients, including which health concerns to address and which infectious diseases may benefit from early screening, may present challenges to clinicians. Evidence-based research suggests certain infectious diseases should be screened for and treated in refugees. Overseas refugee preemptive treatment programs have reduced the burden of some diseases but have not removed the value of in-country screening programs. This article provides discussion of a series of common tropical and infectious diseases providing refugee and geographic contexts and links to international resources that have been developed to improve the care of newly arriving immigrants and refugees.",Primary care,2021-Mar,"Pottie K, Girard V",2,719,infectious_diseases,2025-11-02 18:32:41
34016278,Emerging Fungal Infections.,"Various uncommon fungal pathogens have been increasingly identified as causes of disseminated and invasive fungal disease (IFD) worldwide. Growing recognition and clinical knowledge of these emerging fungal pathogens has occurred through improved molecular diagnostics, nucleic sequence databases, and taxonomic reclassification of medically significant fungi. However, emerging fungal diseases carry significant morbidity and mortality and, due to a paucity of published literature, the collective clinical experience with these fungi is often limited. In this review, we focus on unusual emerging fungal pathogens not extensively covered elsewhere in this issue of Infectious Diseases Clinics of North America.",Infectious disease clinics of North America,2021-Jun,"Spallone A, Schwartz IS",2,712,infectious_diseases,2025-11-02 18:32:41
34598414,What happened to infectious diseases and anti-infective therapy in 2020 beyond COVID-19?,"The year 2020 was the year of infectious diseases with the arrival of SARS-CoV-2, which represented a profound change in the world we knew. However, we present a brief description of some of the top infectious diseases articles from 2020 not related with SARS-CoV-2. We reviewed a selection of the most important and relevant achievements in diagnosis and therapy related to bacteremia, nosocomial pneumonia, skin and soft tissue infections, infections by Clostridioides difficile, mycobacterial infections and invasive fungal infections. This year entailed a significant step forward in the indisputable value of the health care stewardship programs.",Revista espanola de quimioterapia : publicacion oficial de la Sociedad Espanola de Quimioterapia,2021-Sep,"Mormeneo Bayo S, García-Lechuz Moya JM",2,651,infectious_diseases,2025-11-02 18:32:41
35867217,Infectious diseases and cognition: do we have to worry?,"Age-related physiological changes, particularly immune system decline, may contribute to greater vulnerability to infectious diseases in older individuals. A growing body of evidence shows that both, acute, and chronic infections may be accompanied by cognitive disturbances as part of their manifestations. Given the importance of cognition in aging trajectories, the objective of this article was to review current knowledge on cognitive outcomes of infectious diseases in older adults, and to emphasize the importance of considering cognition as a domain of interest in its own rights in these diseases. A MEDLINE/PubMed database search was conducted to identify articles reporting cognitive impairment associated with various severe acute infections and specific chronic infectious conditions such as human immune deficiency virus, the herpes virus family, hepatitis C virus, Lyme borreliosis, Helicobacter pylori, periodontitis, and emerging pathogens like SARS-CoV-2, as well as potentially preventive strategies like vaccination. Taken together, the studies examined in the present review emphasize that numerous acute and chronic infectious diseases share mechanisms that, when added to specific risk factors frequently found in older persons, contribute to considerably increase the risk of cognitive outcomes such as cognitive decline and dementia. This review may help to appreciate the role that infectious diseases play in cognitive trajectories and thus promote further investigation on the topic.",Neurological sciences : official journal of the Italian Neurological Society and of the Italian Society of Clinical Neurophysiology,2022-Nov,"Hernandez-Ruiz V, Letenneur L, Fülöp T, Helmer C, Roubaud-Baudron C, Avila-Funes JA, Amieva H",7,1511,infectious_diseases,2025-11-02 18:32:41
39062687,Emerging Microorganisms and Infectious Diseases: One Health Approach for Health Shared Vision.,"Emerging infectious diseases (EIDs) are newly emerging and reemerging infectious diseases. The National Institute of Allergy and Infectious Diseases identifies the following as emerging infectious diseases: SARS, MERS, COVID-19, influenza, fungal diseases, plague, schistosomiasis, smallpox, tick-borne diseases, and West Nile fever. The factors that should be taken into consideration are the genetic adaptation of microbial agents and the characteristics of the human host or environment. The new approach to identifying new possible pathogens will have to go through the One Health approach and omics integration data, which are capable of identifying high-priority microorganisms in a short period of time. New bioinformatics technologies enable global integration and sharing of surveillance data for rapid public health decision-making to detect and prevent epidemics and pandemics, ensuring timely response and effective prevention measures. Machine learning tools are being more frequently utilized in the realm of infectious diseases to predict sepsis in patients, diagnose infectious diseases early, and forecast the effectiveness of treatment or the appropriate choice of antibiotic regimen based on clinical data. We will discuss emerging microorganisms, omics techniques applied to infectious diseases, new computational solutions to evaluate biomarkers, and innovative tools that are useful for integrating omics data and electronic medical records data for the clinical management of emerging infectious diseases.",Genes,2024-Jul,"Ristori MV, Guarrasi V, Soda P, Petrosillo N, Gurrieri F, Longo UG, Ciccozzi M, Riva E, Angeletti S",9,1528,infectious_diseases,2025-11-02 18:32:41
38175901,Investing in Africa's scientific future.,"Africa bears a disproportionate burden of infectious diseases, accounting for a substantial percentage of global cases. Malaria, HIV/AIDS, tuberculosis, cholera, Ebola, Lassa fever, and other tropical diseases, such as dengue and chikungunya, have had a profound impact on morbidity and mortality. Various factors contribute to the higher prevalence and incidence of infectious diseases in Africa, including socioeconomic challenges, limited access to health care, inadequate sanitation and hygiene infrastructure, climate-related factors, and endemicity of certain diseases in specific regions. A skilled workforce is crucial to addressing these challenges. Unfortunately, many countries in Africa often lack the required resources, and aspiring scientists frequently seek educational and career opportunities abroad, leading to a substantial loss of talent and expertise from the continent. This talent migration, referred to as ""brain drain,"" exacerbates the existing training gaps and hampers the sustainability of research within Africa.","Science (New York, N.Y.)",2024-Jan,"de Oliveira T, Baxter C",2,1042,infectious_diseases,2025-11-02 18:32:41
38851830,Depression and risk of infectious diseases: A mendelian randomization study.,"Previous observational inquiries have revealed a correlation between depression and infectious maladies. This study seeks to elucidate the causal linkages between depression, specifically Major Depressive Disorder (MDD), and infectious diseases. Nevertheless, the causative nature of the association between MDD and infectious diseases remains elusive. Two-sample Mendelian Randomization (MR) analyses was executed utilizing single nucleotide polymorphisms (SNPs) significantly connected with MDD and infectious diseases as instrumental variables (IVs). A series of sensitivity analyses were subsequently conducted. Genetic variants linked to MDD were employed as instrumental variables sourced from a genome-wide meta-analyses comprising 500,199 individuals. Summary-level data on five infectious diseases, including candidiasis, pneumonia, skin and soft tissue infections (SSTI), upper respiratory tract infections (URTI), and urinary tract infections (UTI), were acquired from the UK Biobank and FinnGen study. Our findings evinced that genetically predicted MDD exhibited a heightened risk of candidiasis (OR = 1.52, 95% CI 1.06-2.17; P = 2.38E-02), pneumonia (OR = 1.14, 95% CI 1.01-1.29; P = 3.16E-02), URTI (OR = 1.23, 95% CI 1.12-1.36; P = 3.71E-05), and UTI (OR = 1.26, 95% CI 1.12-1.42; P = 8.90E-05). Additionally, we identified bidirectional causal relationships between UTI and MDD. The associations between MDD and the risk of URTI and UTI remained consistent in multivariable MR analyses, accounting for genetically predicted smoking and body mass index. In conclusion, this investigation ascertained a causal connection between MDD and the susceptibility to infectious diseases, particularly URTI and UTI.",Translational psychiatry,2024-Jun,"Shi L, Ren J, Jin K, Li J",4,1721,infectious_diseases,2025-11-02 18:32:41
38300015,Child Health Needs and the Pediatric Infectious Diseases Workforce: 2020-2040.,"Pediatric infectious diseases (PID) physicians prevent and treat childhood infections through clinical care, research, public health, education, antimicrobial stewardship, and infection prevention. This article is part of an American Board of Pediatrics Foundation-sponsored supplement investigating the future of the pediatric subspecialty workforce. The article offers context to findings from a modeling analysis estimating the supply of PID subspecialists in the United States between 2020 and 2040. It provides an overview of children cared for by PID subspecialists, reviews the current state of the PID workforce, and discusses the projected headcount and clinical workforce equivalents of PID subspecialists at the national, census region, and census division levels over this 2-decade period. The article concludes by discussing the education and training, clinical practice, policy, and research implications of the data presented. Adjusting for population growth, the PID workforce is projected to grow more slowly than most other pediatric subspecialties and geographic disparities in access to PID care are expected to worsen. In models considering alternative scenarios, decreases in the number of fellows and time spent in clinical care significantly affect the PID workforce. Notably, model assumptions may not adequately account for potential threats to the PID workforce, including a declining number of fellows entering training and the unknown impact of the COVID-19 pandemic and future emerging infections on workforce attrition. Changes to education and training, clinical care, and policy are needed to ensure the PID workforce can meet the future needs of US children.",Pediatrics,2024-Feb,"Kelly MS, Cataldi JR, Schlaudecker EP, Shah SS, Vinci RJ, Myers AL",6,1692,infectious_diseases,2025-11-02 18:32:41
37801882,Economic sanctions and spread of infectious diseases.,"Economic sanctions can induce economic crises and compromise the determinants of health. In the literature, economic crises have been found to increase the risk of infectious disease outbreaks. Presumably, sanctions can increase the risk of infectious disease spreads, indirectly. However, non-economic factors can fuel the adverse impact of sanctions, including political consequences of sanctions and civil war. We performed a systematic literature review of articles in Embase, MEDLINE, Scopus, Web of Science, Cochrane Library, and the grey literature to assess empirically the impact of economic sanctions on the spread of infectious diseases within and beyond the borders of sanctioned countries. Our review did not identify any study meeting our inclusion criteria. Most of the studies did not control for major socio-political events, particularly armed conflicts in the sanctioned countries. This discovery underscores a notable gap in the examination of the impact of economic sanctions on the propagation of infectious diseases, presenting a threat to global health. Using the social-ecological model, we hypothesize how the economic crisis resulting from economic sanctions affects determinants of health, increases the risk of the spread of infectious diseases and hinders the response capacity of health systems.","Health policy (Amsterdam, Netherlands)",2023-Dec,"Aloosh M, Aloosh A",2,1326,infectious_diseases,2025-11-02 18:32:41
39386170,Aptamers: precision tools for diagnosing and treating infectious diseases.,"Infectious diseases represent a significant global health challenge, with bacteria, fungi, viruses, and parasitic protozoa being significant causative agents. The shared symptoms among diseases and the emergence of new pathogen variations make diagnosis and treatment complex. Conventional diagnostic methods are laborious and intricate, underscoring the need for rapid, accurate techniques. Aptamer-based technologies offer a promising solution, as they are cost-effective, sensitive, specific, and convenient for molecular disease diagnosis. Aptamers, which are single-stranded RNA or DNA sequences, serve as nucleotide equivalents of monoclonal antibodies, displaying high specificity and affinity for target molecules. They are structurally robust, allowing for long-term storage without substantial activity loss. Aptamers find applications in diverse fields such as drug screening, material science, and environmental monitoring. In biomedicine, they are extensively studied for biomarker detection, diagnostics, imaging, and targeted therapy. This comprehensive review focuses on the utility of aptamers in managing infectious diseases, particularly in the realms of diagnostics and therapeutics.",Frontiers in cellular and infection microbiology,2024-,"Sujith S, Naresh R, Srivisanth BU, Sajeevan A, Rajaramon S, David H, Solomon AP",7,1203,infectious_diseases,2025-11-02 18:32:41
34125125,Metabolomics in infectious diseases and drug discovery.,"Metabolomics has emerged as an invaluable tool that can be used along with genomics, transcriptomics and proteomics to understand host-pathogen interactions at small-molecule levels. Metabolomics has been used to study a variety of infectious diseases and applications. The most common application of metabolomics is for prognostic and diagnostic purposes, specifically the screening of disease-specific biomarkers by either NMR-based or mass spectrometry-based metabolomics. In addition, metabolomics is of great significance for the discovery of druggable metabolic enzymes and/or metabolic regulators through the use of state-of-the-art flux analysis, for example, via the elucidation of metabolic mechanisms. This review discusses the application of metabolomics technologies to biomarker screening, the discovery of drug targets in infectious diseases such as viral, bacterial and parasite infections and immunometabolomics, highlights the challenges associated with accessing metabolite compartmentalization and discusses the available tools for determining local metabolite concentrations.",Molecular omics,2021-Jun,"Tounta V, Liu Y, Cheyne A, Larrouy-Maumus G",4,1096,infectious_diseases,2025-11-02 18:32:41
35446391,CRISPR-Cas in Diagnostics and Therapy of Infectious Diseases.,"Infectious diseases are a major threat to the global health. The rise in antimicrobial-resistant organisms, incurable chronic infections, and an increasing demand for rapid accurate diagnostics have prompted researchers to experiment with new approaches. Clustered regularly interspaced short palindromic repeats (CRISPR) and CRISPR-associated protein (Cas) is a naturally occurring adaptive immune system in bacteria that has been developed as a tool for performing genomic alterations in any genome of interest, including humans and microbes. Accordingly, several studies have been conducted to investigate how the technology can be utilized in infectious diseases to improve diagnostics, disrupt antimicrobial resistance, and cure chronic infections. This review provides an overview of the CRISPR-Cas system and how it has been applied in studies on infectious diseases. The review also investigates the current challenges of the technology and the improvements that are needed for the platform to be adopted for clinical use in patients.",The Journal of infectious diseases,2022-Nov,"Gleerup JL, Mogensen TH",2,1042,infectious_diseases,2025-11-02 18:32:41
35421047,"Imported Infectious Diseases, Tropical Diseases and Local Endemic Infectious Diseases in Japan.","We aimed to describe the historical perspectives and the current epidemiology of tropical, imported and local endemic infectious diseases in Japan in this review. Public health legislation for infectious diseases and immigration statistics were overviewed to provide the background of the infectious disease situation in Japan. Many tropical diseases were successfully controlled and eliminated in the latter half of the 20th century and the majority of those diseases are imported today. The trend of the main 15 imported infectious diseases before the advent of COVID-19 was summarized as well as local endemic infectious diseases in Japan. Transmission risks of traditional cuisines, lifestyles and nature exposures in Japan are introduced to guide clinicians for travel advice to prevent those local infectious diseases.",The Pediatric infectious disease journal,2022-Jul,"Toizumi M, Horikoshi Y",2,824,infectious_diseases,2025-11-02 18:32:41
32031431,Companion and complementary diagnostics for infectious diseases.,"Companion diagnostics (CDx) are important in oncology therapeutic decision-making, but specific regulatory-approved CDx for infectious disease treatment are officially lacking. While not approved as CDx, several ID diagnostics are used as CDx. The diagnostics community, manufacturers, and regulatory agencies have made major efforts to ensure that diagnostics for new antimicrobials are available at or near release of new agents. This review highlights the status of Complementary and companion diagnostic (c/CDx) in the infectious disease literature, with a focus on genotypic antimicrobial resistance testing against pathogens as a class of diagnostic tests. CRISPR, sepsis markers, and narrow spectrum antimicrobials, in addition to current and emerging technologies, present opportunities for infectious disease c/CDx. Challenges include slow guideline revision, high costs for regulatory approval, lengthy buy in by agencies, discordant pharmaceutical/diagnostic partnerships, and higher treatment costs. The number of patients and available medications used to treat different infectious diseases is well suited to support competing diagnostic tests. However, newer approaches to treatment (for example, narrow spectrum antibiotics), may be well suited for a small number of patients, i.e. a niche market in support of a CDx. The current emphasis is rapid and point-of-care (POC) diagnostic platforms as well as changes in treatment.",Expert review of molecular diagnostics,2020-Jun,"Dailey PJ, Elbeik T, Holodniy M",3,1441,infectious_diseases,2025-11-02 18:32:41
38962577,Advances in Bacterial Lysate Immunotherapy for Infectious Diseases and Cancer.,"Antigenic cell fragments, pathogen-associated molecular patterns, and other immunostimulants in bacterial lysates or extracts may induce local and systemic immune responses in specific and nonspecific paradigms. Based on current knowledge, this review aimed to determine whether bacterial lysate has comparable functions in infectious diseases and cancer treatment. In infectious diseases, including respiratory and urinary tract infections, immune system activation by bacterial lysate can identify and combat pathogens. Commercially available bacterial lysates, including OM-85, Ismigen, Lantigen B, and LW 50020, were effective in children and adults in treating respiratory tract infections, chronic obstructive pulmonary disease, rhinitis, and rhinosinusitis with varying degrees of success. Moreover, OM-89, Uromune, Urovac, Urivac, and ExPEC4V showed therapeutic benefits in controlling urinary tract infections in adults, especially women. Bacterial lysate-based therapeutics are safe, well-tolerated, and have few side effects, making them a good alternative for infectious disease management. Furthermore, a nonspecific immunomodulation by bacterial lysates may stimulate innate immunity, benefiting cancer treatment. ""Coley's vaccine"" has been used to treat sarcomas, carcinomas, lymphomas, melanomas, and myelomas with varying outcomes. Later, several similar bacterial lysate-based therapeutics have been developed to treat cancers, including bladder cancer, non-small cell lung cancer, and myeloma; among them, BCG for in situ bladder cancer is well-known. Proinflammatory cytokines, including IL-1, IL-6, IL-12, and TNF-<i>α</i>, may activate bacterial antigen-specific adaptive responses that could restore tumor antigen recognition and response by tumor-specific type 1 helper cells and cytotoxic T cells; therefore, bacterial lysates are worth investigating as a vaccination adjuvants or add-on therapies for several cancers.",Journal of immunology research,2024-,"Rahman MM, Grice ID, Ulett GC, Wei MQ",4,1943,infectious_diseases,2025-11-02 18:32:41
