pmid,title,abstract,journal,publication_date,authors,num_authors,abstract_length,specialty,collection_date
32386925,The rise of #SocialMedia in the Nephrology world.,"Social media (SoMe) use has increased exponentially in the last decade and is having a profound impact on the Nephrology world. The use of these platforms is contributing to continuous educational and professional development by exposing nephrologists to new research, allowing them to connect with experts, to exchange experiences, or to engage in scientific debates. Here, we introduce the basics of SoMe, focusing on Twitter because it is the most popular SoMe platform used by the medical community for professional purposes. We will review the main education platforms and tools available, such as visual abstracts, blogs, tweetorials, videos, and podcasts. We will also focus on their different applications for educational purposes such as online journal clubs, webinars, or online games. The role of SoMe in academic promotion, dissemination of research, expansion of nephrology societies and coverage of scientific events will also be discussed. In the end, we will reflect on SoMe risks and limitations, much-needed developments in SoMe platforms and the challenges ahead of us.",Nefrologia,2020-,"Diniz H, Melilli E",2,1088,nephrology,2025-11-22
33409671,Urology and nephrology: etymology of the terms.,"Earlier than has been thought, multiple seventeenth- and eighteenth-century authors used the term urologia, perhaps independently, to cover the established science of ""the urines"". Two early eighteenth-century authors, Schurig and Fezer, seemingly prepared manuscripts, both most probably lost, with the term in the very title. Mid-nineteenth-century uses reflected growing, especially Anglophone, interest in microscopic urinalysis. Only toward the end of the nineteenth century did urology take on the sense of genito-urinary medicine and surgery. This expanded sense of urology may be dated back to 1896, specifically the naming of the Association française d'urologie.",International urology and nephrology,2021-Jun,Janssen DF,1,672,nephrology,2025-11-22
39508711,Nursing Care and Postgraduate Education of Nephrology and Dialysis Nurses in Italy.,"<b>Introduction.</b> Patients with chronic kidney disease undergoing renal replacement therapy have complex care needs. To address this, nephrology and dialysis nurses must possess expertise in advanced specialist and disciplinary skills. The aim of this review is to analyze post-graduate academic training pathways and clinical-care training in the field of nephrology and dialysis nursing in the Italian context. <b>Methodology.</b> A narrative review of the literature was conducted in May 2024, using databases such as CINAHL and Medline-PubMed, with a selection criterion limited to primary and secondary studies published in Italian and English. To supplement the search, particularly within the Italian context, grey literature sources were consulted. <b>Results.</b> Post-graduate nephrology nursing education in Italy is mainly offered through First-Level Masters, as well as Second Level Masters and specialization courses, which are provided at various academic institutions. Analysis of the educational programs revealed the presence of common ""core"" teachings across all pathways, covering renal disease pathophysiology, hemodialysis, peritoneal dialysis, and dialysis nursing care, alongside significant heterogeneity in other proposed teachings. Clinical-care training emerged as a fundamental aspect in both post-graduate education, professional integration for newcomers, and continuous professional development. <b>Conclusions.</b> The growing healthcare need for specialist skills suggests the necessity of integrating field-based training with standardized post-graduate academic pathways, possibly in collaboration with relevant Nursing Scientific Societies. This synergy would not only promote the enhancement of nursing competencies but also ensure a high quality of care delivery.",Giornale italiano di nefrologia : organo ufficiale della Societa italiana di nefrologia,2024-Oct,"Mancin S, Bragaglia F, Andreoli D, Morales Palomares S, Cangelosi G, Sguanci M, Bedin M, Godino L, Fabbri C, Gazineo D, Ferrara G, Mazzoleni B",12,1805,nephrology,2025-11-22
36371118,Postgraduate Education and Training for the Nephrology Physician Assistants and Nurse Practitioners.,"There is no consistent educational model to introduce the physician assistant and/or nurse practitioner to nephrology. The job descriptions of the nephrology physician assistant/nurse practitioner may be similar, but the training, state and federal licensing, background, and recertification are different for the 2 professions adding a level of complexity to the training of the physician assistant/nurse practitioner new to nephrology. On-the-job training is the most common modality, but formats, content, mentors, and practices vary from organization to organization and even within organizations. The advantage of on-the-job training is its flexibility while the disadvantage is its nonspecific outcomes. As nephrology practices vary widely and range from single provider private practices to multiprovider academic practices, it is difficult if not impossible to develop a generic orientation model. This article outlines the history and present state of postgraduate educational offerings for the physician assistant/nurse practitioner and provides insight into components of an ideal training program.",Advances in chronic kidney disease,2022-Nov,"Sears A, Davis J, Zuber K",3,1109,nephrology,2025-11-22
33131649,Palliative Care in Nephrology: The Work and the Workforce.,"Kidney palliative care is a growing subspecialty of clinical practice, education, and research in nephrology. It is an essential aspect of care for patients across the continuum of advanced kidney disease who have high symptom burden, multidimensional communication needs, and limited life expectancy. Training in kidney palliative care can occur in a variety of ways, from didactic curricula and clinical experiences embedded in nephrology fellowship training to the pursuit of additional dedicated fellowship training in palliative care. At this time, a minority of nephrologists pursue formal fellowship training in specialty palliative care. This article will discuss opportunities and challenges in building a skilled workforce that will address the palliative needs of patients living with advanced kidney disease.",Advances in chronic kidney disease,2020-Jul,"Gelfand SL, Schell J, Eneanya ND",3,820,nephrology,2025-11-22
37840194,Nephrology in Veterinary Medicine.,"Veterinary nephrology is a specialized field of veterinary medicine providing a high level of care for animals with all types of kidney disease. Veterinarians complete extensive training to become board-certified in veterinary nephrology-urology. Companion animal nephrology is the most advanced field; however, all species are afflicted by a variety of renal disorders. Most naturally occurring animal kidney diseases have similar disorders found in people; where veterinary research is lacking, clinical management is often modified from standard of care in people. Veterinarians have become adept at scaling down procedures to safely perform them on dogs and cats weighing only a few kilograms. Advanced diagnostics (renal biopsy, cystoscopy, fluoroscopic studies, etc. ) and therapeutics (renal replacement therapy, interventional endourology, etc. ) are commonly performed within the practice of veterinary nephrology-urology. Collaboration between veterinary and human nephrologists may advance both disciplines and improve care for people and animals alike.",Kidney360,2023-Nov,Foster JD,1,1064,nephrology,2025-11-22
38403395,Patient-Centered Research and Innovation in Nephrology.,"Patient involvement in research can improve the relevance of research, consequently enhancing the recruitment, retention, and uptake of interventions and policies impacting patient outcomes. Despite this, patients are not often involved in the design and conduct of research. The research agenda and innovations are frequently determined by the interest of health and industry professionals rather than proactively aligning with the priorities of patients. It is now being encouraged and recommended to engage patients in research priority setting to ensure interventions and trials report outcomes valuable to patients, moving away from a history of overlooking the outcomes that reflect the feel and function of patients. Involving patients ensures constant innovative research in nephrology, as this broader depth of evidence fortifies reliability and validity through knowledge gained from lived experience. Findings from such research can enhance clinical practice and strengthen decision-making and policy to support better outcomes. We aim to outline principles and strategies for patient involvement in research, including setting research priorities, identifying and designing interventions, selecting outcomes, and disseminating and translating research. Principles and strategies including engagement, education and training, empowerment, and connection and community provide guidance in patient involvement. There are increasing efforts to involve patients across all stages of research including setting research priorities. Efforts are rising to involve patients across all stages of research including priority setting, identifying and designing interventions, selecting outcomes, and dissemination and translation. Patient involvement throughout the research cycle drives innovative investigations ensuring funding, efforts, and resources are directed toward priorities of patients, contributing to catalyst advancements in care and outcomes.",Advances in kidney disease and health,2024-Jan,"Hughes A, Guha C, Sluiter A, Himmelfarb J, Jauré A",5,1958,nephrology,2025-11-22
36054804,Nephrology Nursing Scope and Standards of Practice: Take Pride in Practice.,"The Nephrology Nursing Scope and Standards of Practice, 9th Edition, published by the American Nephrology Nurses Association, defines the scope of nephrology nursing and provides standards of practice, standards of professional performance, and competencies for registered nurses and graduate-level prepared registered nurses (e.g., advanced practice registered nurses, clinical nurse specialists) in an approach consistent with the American Nurses Association's Nursing Scope and Standards of Practice, published in 2021. Discussions addressing respect, equity, inclusion, and social justice have been included in the 9th edition. A new section related to altered/crisis standards has been added to assist nephrology nurses in developing strategies for implementing those standards. The section on how to use the standards has been updated with forms that organizations can download and individualize. This article provides an overview of the scope, standards, competencies, and strategies for implementing them in clinical practice.",Nephrology nursing journal : journal of the American Nephrology Nurses' Association,2022-,"Gomez NJ, Castner D, Hain DJ, Latham C, Cahill M",5,1034,nephrology,2025-11-22
39340488,Clinical Genetic Testing in Nephrology: Core Curriculum 2024.,"Implementation of clinical genetic testing into the routine diagnostic workup of patients with kidney disorders can improve care when employed with proper patient selection. Due to advances in technology, testing with curated gene panels associated with kidney diseases are commercially available, are relatively inexpensive, and have quick turnaround time. While this may reduce barrier to entry, their adoption into routine nephrology care may be hindered when practitioners do not have comfort and experience ordering or interpreting these tests. Identifying patients who may have a monogenic etiology of their kidney disease will increase the diagnostic yield of testing, avoid unnecessary use of resources, and reduce anxiety around unclear or secondary findings. Genetic testing can end one's diagnostic odyssey and help identify other family members at risk. Additionally, obtaining a genetic result can aid diagnostic precision, enhance understanding of disease, and may allow for alterations in treatment plans and screening for extrarenal manifestations of disease as well as clarify prognosis and aid in family planning. In this Core Curriculum, using a case-based approach, we highlight these and other topics in clinical genetic testing to enhance utilization in the general nephrology patient population.",American journal of kidney diseases : the official journal of the National Kidney Foundation,2024-Nov,"Aron AW, Dahl NK",2,1318,nephrology,2025-11-22
35582171,Nephrology Considerations in the Management of Durable and Temporary Mechanical Circulatory Support.,"Durable and temporary mechanical circulatory support (MCS) use is growing for a range of cardiovascular indications. Kidney dysfunction is common in people evaluated for or receiving durable or temporary MCS and portends worse outcomes. This kidney dysfunction can be due to preexisting kidney chronic kidney disease (CKD), acute kidney injury (AKI) related to acute cardiovascular disease necessitating MCS, AKI due to cardiac procedures, and acute and chronic MCS effects and complications. Durable MCS, with implantable continuous flow pumps, is used for long-term support in advanced heart failure refractory to guideline-directed medical and device therapy, either permanently or as a bridge to heart transplantation. Temporary MCS-encompassing in this review intra-aortic balloon pumps (IABP), axial flow pumps, centrifugal flow pumps, and venoarterial ECMO-is used for diverse situations: high-risk percutaneous coronary interventions (PCI), acute decompensated heart failure, cardiogenic shock, and resuscitation after cardiac arrest. The wide adoption of MCS makes it imperative to improve understanding of the effects of MCS on kidney health/function and of kidney health/function on MCS outcomes. The complex structure and functions of the kidney, and the complex health states of individuals receiving MCS, makes investigations in this area challenging, and current knowledge is limited. Fortunately, the increasing nephrology toolbox of noninvasive kidney health/function assessments may enable development and testing of individualized management strategies and therapeutics in the future. We review technology, epidemiology, pathophysiology, clinical considerations, and future directions in MCS and nephrology.",Kidney360,2022-Mar,"Walther CP, Civitello AB, Liao KK, Navaneethan SD",4,1726,nephrology,2025-11-22
36642093,Our shared responsibility: the urgent necessity of global environmentally sustainable kidney care.,"In response to Earth's accelerating climate crisis, we, an international group of nephrologists, call on our global community to unite and align kidney care in accordance with United Nation's 26th Conference of the Parties health sector principles. We announce a global and inclusive initiative, ""GREEN-K"": Global Environmental Evolution in Nephrology and Kidney Care, with a vision of ""sustainable kidney care for a healthy planet and healthy kidneys"" and mission to ""promote and support environmentally sustainable and resilient kidney care globally through advocacy, education, and collaboration."" A patient-centric approach that permits climate change mitigation and adaptation is proposed. Multi-stakeholder GREEN-K action and focus areas will include education, sustainable clinical care, and advances toward environmentally sustainable innovations, procurement, and infrastructure. Mindful of the disproportionately high climate impact of kidney therapies, we welcome the opportunity to work together in shared accountability to patients and Earth's natural systems.",Kidney international,2023-Jul,"Stigant CE, Barraclough KA, Harber M, Kanagasundaram NS, Malik C, Jha V, Vanholder RC",7,1073,nephrology,2025-11-22
36371116,"Kidney Pathology Education for Nephrology Fellows: Past, Present, and Future.","Kidney pathology education is a critical component in training of nephrology fellows, as well as for continuing medical education for practicing nephrologists. Kidney pathology images are included on nephrology fellow board exams, and clinicopathologic correlation of kidney biopsy findings is critical in everyday clinical practice. Nephropathology training is a requirement by the American College of Graduate Medical Education within nephrology fellowship curricula. However, greater than one-third of fellowship program directors believe that nephropathology training for their fellows is not sufficient. During the Coronavirus Disease-19 pandemic, the use of digital learning has become commonplace with virtual conferences (local, national, and international) and online meetings becoming the norm for education. Nephrology has become a leader in free open-access online medical education, both prior to and, to even a greater extent, during the pandemic. Here, we review available resources to nephrology fellows and other learners to supplement nephropathology training, which includes medical blogs, journal clubs, interactive quizzes and games, online conferences, podcasts, and mentorship opportunities. These resources are archived and provide durable content to learners of all stages of training, even beyond the pandemic.",Advances in chronic kidney disease,2022-Nov,"Kuperman M, Sharma S, Best A, Singh M, Caza T",5,1336,nephrology,2025-11-22
37258012,Onco-Nephrology: Kidney Disease in the Cancer Patient.,"Patients with cancer may develop kidney disease with a variety of different clinical manifestations including acute kidney injury, chronic kidney disease, hypertension, proteinuria and electrolyte disturbances. Onco-nephrology is the subspecialty of nephrology that diagnoses and manages kidney disease in patients with cancer. In this article, we review major topics in Onco-Nephrology that may be encountered by the general internist.",The Medical clinics of North America,2023-Jul,"Yarandi N, Shirali AC",2,436,nephrology,2025-11-22
38108672,Performance and Interpretation of Sonography in the Practice of Nephrology: Core Curriculum 2024.,"Ultrasonography is increasingly being performed by clinicians at the point of care, and nephrologists are no exception. This Core Curriculum illustrates how ultrasonography can be incorporated into clinical decision making across the spectrum of kidney disease to optimize the care nephrologists provide to patients. Sonography is valuable in outpatient and inpatient settings for the diagnosis and management of acute and chronic kidney disease, evaluation of cystic disease, urinary obstruction, pain, hematuria, proteinuria, assessment of volume status, and in providing guidance for kidney biopsy. As kidney disease advances, ultrasound is useful in the placement and maintenance of temporary and permanent access for dialysis. After kidney transplantation, ultrasonography is critical for evaluation of allograft dysfunction and for biopsies. Sonography skills expedite patient care and enhance the practice of nephrology and are relatively easily acquired with training. It is our hope that this curriculum will encourage nephrologists to learn and apply this valuable skill.",American journal of kidney diseases : the official journal of the National Kidney Foundation,2024-Apr,"Niyyar VD, Ross DW, O'Neill WC",3,1081,nephrology,2025-11-22
