pmid,title,abstract,journal,publication_date,authors,num_authors,abstract_length,specialty,collection_date
33655456,Successful Distancing: Telemedicine in Gastroenterology and Hepatology During the COVID-19 Pandemic.,"Telemedicine involves delivering healthcare and preventative care services to patients without the need for in-person encounters. Traditionally, telemedicine has been used for acute events (e.g., stroke, used to relay essential information to the emergency department) and chronic disease management (e.g., diabetes and chronic kidney disease management). Though the utilization of telemedicine in gastroenterology and hepatology has been modest at best, especially for inflammatory bowel diseases and chronic liver disease management, since the onset of coronavirus disease 2019 (COVID-19) pandemic, utilization of telemedicine in gastroenterology increased by 4000% in the first two weeks, equivalent to the last six years of growth before the pandemic. The Center for Medicare and Medicaid (CMS) relaxed rules for the use of telemedicine with easing restrictions on reimbursements, location, licensing requirements (across state lines), and the need for a prior provider-patient relationship. These changes increased the use of telemedicine in inpatient and outpatient settings for gastroenterology-related referrals. The use of inpatient telephonic or video consults helps provide timely care during the pandemic while conserving personal protective equipment and decreasing provider and patient exposure. Nevertheless, telehealth use comes at the cost of no direct patient contact and lesser reimbursements. The appropriate use of technology and equipment, training of healthcare providers, use of platforms that can be integrated into the electronic health record while protecting the privacy and the flow of information are essential components of telemedicine. Furthermore, encouraging patients to seek medical care remotely with the proper equipment and improving digital literacy without the need for physical examinations is a challenge, further compounded in elderly or hard-of-hearing patients and in patients who are more comfortable with in-person visits. The authors will systematically review and discuss how telemedicine can be integrated into the practice of gastroenterology and hepatology, with emphasis placed on discussing barriers to success and the ways they can be mitigated.",Digestive diseases and sciences,2021-Apr,"Perisetti A, Goyal H",2,2201,gastroenterology,2025-11-22
31567886,Artificial Intelligence Applied to Gastrointestinal Diagnostics: A Review.,"Artificial intelligence (AI), a discipline encompassed by data science, has seen recent rapid growth in its application to healthcare and beyond, and is now an integral part of daily life. Uses of AI in gastroenterology include the automated detection of disease and differentiation of pathology subtypes and disease severity. Although a majority of AI research in gastroenterology focuses on adult applications, there are a number of pediatric pathologies that could benefit from more research. As new and improved diagnostic tools become available and more information is retrieved from them, AI could provide physicians a method to distill enormous amounts of data into enhanced decision-making and cost saving for children with digestive disorders. This review provides a broad overview of AI and examples of its possible applications in pediatric gastroenterology.",Journal of pediatric gastroenterology and nutrition,2020-Jan,"Patel V, Khan MN, Shrivastava A, Sadiq K, Ali SA, Moore SR, Brown DE, Syed S",8,869,gastroenterology,2025-11-22
31593701,Application of Artificial Intelligence to Gastroenterology and Hepatology.,"Since 2010, substantial progress has been made in artificial intelligence (AI) and its application to medicine. AI is explored in gastroenterology for endoscopic analysis of lesions, in detection of cancer, and to facilitate the analysis of inflammatory lesions or gastrointestinal bleeding during wireless capsule endoscopy. AI is also tested to assess liver fibrosis and to differentiate patients with pancreatic cancer from those with pancreatitis. AI might also be used to establish prognoses of patients or predict their response to treatments, based on multiple factors. We review the ways in which AI may help physicians make a diagnosis or establish a prognosis and discuss its limitations, knowing that further randomized controlled studies will be required before the approval of AI techniques by the health authorities.",Gastroenterology,2020-Jan,"Le Berre C, Sandborn WJ, Aridhi S, Devignes MD, Fournier L, Smaïl-Tabbone M, Danese S, Peyrin-Biroulet L",8,830,gastroenterology,2025-11-22
34509394,"Future challenges in gastroenterology and hepatology, between innovations and unmet needs: A SIGE Young Editorial Board's perspective.","Gastroenterology, Digestive Endoscopy and Hepatology have faced significant improvements in terms of diagnosis and therapy in the last decades. However, many fields still remain poorly explored, and many questions unanswered. Moreover, basic-science, as well as translational and clinical discoveries, together with technology advancement will determine further steps toward a better, refined care for many gastroenterological disorders in the future. Therefore, the Young Investigators of the Italian Society of Gastroenterology (SIGE) joined together, offering a perspective on major future innovations in some hot clinical topics in Gastroenterology, Endoscopy, and Hepatology, as well as the current pitfalls and the grey zones.",Digestive and liver disease : official journal of the Italian Society of Gastroenterology and the Italian Association for the Study of the Liver,2022-May,"Losurdo G, Gravina AG, Maroni L, Gabrieletto EM, Ianiro G, Ferrarese A",6,732,gastroenterology,2025-11-22
34593352,Gastroenterology: Naming a discipline.,"Gastroenterology consolidated into a medical specialty toward the end of the nineteenth century, a development, however, long anticipated by medical terminology. The undefined neologisms gastridiologia and enterologia appear in the preface to a Latin work of medical aphorisms, dated 30 September 1655, by Erfurt physician Valentin Andreas Möllenbrock (1623-1675). Boerhaave and Cheselden used enterologia as an anatomical term from roughly the same date (1711); it is unclear who may have influenced whom. Hepatologie/hepatologia and hepatographie/hepatographia were coined in Tarin's 1753 Dictionnaire anatomique, to denote putative anatomical sub-disciplines.",Arab journal of gastroenterology : the official publication of the Pan-Arab Association of Gastroenterology,2021-Dec,Janssen DF,1,662,gastroenterology,2025-11-22
32445954,You Can't Have One Without the Other: Innovation and Ethical Dilemmas in Gastroenterology and Hepatology.,"Medical innovation and ethical dilemmas are intertwined in gastroenterology and hepatology. This narrative review explores direct-acting antiviral (DAA) therapy for hepatitis C virus (HCV) as a touchstone example of how medical innovation breeds ethical dilemmas. A few quandaries-informed consent as well as informed deferral during the first wave of DAA approvals, sobriety restrictions from payors, and high DAA costs for patients-are addressed through the lens of the foundational principles of clinical medical ethics: autonomy, beneficence, non-maleficence, justice, and utility. By placing these issues within a medical ethics framework, we hope not only to focus on the solutions that the gastroenterology and hepatology community developed in the advent of DAA therapy, but to highlight an ethical paradigm that can be applied to similar dilemmas that will be faced as new therapies for other gastrointestinal diseases are approved.",Clinical gastroenterology and hepatology : the official clinical practice journal of the American Gastroenterological Association,2021-Oct,"Couri T, Aronsohn A",2,941,gastroenterology,2025-11-22
31696976,Review article: bacteriophages in gastroenterology-from biology to clinical applications.,"The gut microbiota plays an important role in the pathogenesis of several gastrointestinal diseases. Its composition and function are shaped by host-microbiota and intra-microbiota interactions. Bacteriophages (phages) are viruses that target bacteria and have the potential to modulate bacterial communities. To summarise phage biology and the clinical applications of phages in gastroenterology METHODS: PubMed was searched to identify relevant studies. Phages induce bacterial cell lysis, integration of viral DNA into the bacteria and/or coexistence in a stable equilibrium. Bacteria and phages have co-evolved and their dynamic interactions are yet to be fully understood. The increasing need to modulate microbial communities (e.g., gut microbiota, multidrug-resistant bacteria) has been a strong stimulus for research in phages as an antibacterial therapy. In gastroenterology, phage therapy has been mainly studied in infectious diseases such as cholera. However, it is currently being explored in several other circumstances such as treating Clostridioides difficile colitis, targeting adherent-invasive Escherichia coli in Crohn's disease or eradicating Fusobacterium nucleatum in colorectal cancer. Overall, phage therapy has a favourable and acceptable safety profile. Presently, trials with phage therapy are ongoing in Crohn's disease. Phage therapy is a promising therapeutic tool against pathogenic bacteria in the fields of infectious diseases and gastroenterology. Randomised, placebo-controlled trials with phage therapy for gastroenterological diseases are ongoing.",Alimentary pharmacology & therapeutics,2020-Jan,"Sabino J, Hirten RP, Colombel JF",3,1585,gastroenterology,2025-11-22
34908803,COVID-19: Effect on gastroenterology and hepatology service provision and training: Lessons learnt and planning for the future.,"In late 2019, reports arose of a new respiratory disease in China, identified as a novel coronavirus, severe acute respiratory syndrome coronavirus 2. The World Health Organisation named the disease caused by the virus 'coronavirus disease 2019 (COVID-19)'. It was declared a pandemic in early 2020, after the disease rapidly spread across the world. COVID-19 has not only resulted in substantial morbidity and mortality but also significantly impacted healthcare service provision and training across all medical specialties with gastroenterology and Hepatology services being no exception. Internationally, most, if not all 'non-urgent' services have been placed on hold during surges of infections. As a result there have been delayed diagnoses, procedures, and surgeries which will undoubtedly result in increased morbidity and mortality. Outpatient services have been converted to remote consultations where possible in many countries. Trainees have been redeployed to help care for COVID-19 patients in other settings, resulting in disruption to their training - particularly endoscopy and outpatient clinics. This has led to significant anxiety amongst trainees, and risks prolongation of training. It is of the utmost importance to develop strategies that continue to support COVID-19-related service provision, whilst also supporting existing and future gastroenterology and Hepatology services and training. Changes to healthcare provision during the pandemic have generated new and improved frameworks of service and training delivery, which can be adopted in the post-COVID-19 world, leading to enhanced patient care.",World journal of gastroenterology,2021-Nov,"Anjum MR, Chalmers J, Hamid R, Rajoriya N",4,1629,gastroenterology,2025-11-22
36100516,Sustainability in gastroenterology and digestive endoscopy: Position Paper from the Italian Association of Hospital Gastroenterologists and Digestive Endoscopists (AIGO).,"Climate crisis is dramatically changing life on earth. Environmental sustainability and waste management are rapidly gaining centrality in quality improvement strategies of healthcare, especially in procedure-dominant fields such as gastroenterology and digestive endoscopy. Therefore, healthcare interventions and endoscopic procedures must be evaluated through the 'triple bottom line' of financial, social, and environmental impact. The purpose of the paper is to provide information on the carbon footprint of gastroenterology and digestive endoscopy and outline a set of measures that the sector can take to reduce the emission of greenhouse gases while improving patient outcomes. Scientific societies, hospital executives, single endoscopic units can structure health policies and investment to build a ""green endoscopy"". The AIGO study group reinforces the role of gastrointestinal endoscopy professionals as advocates of sustainability in digestive endoscopy. The ""green endoscopy"" can shape a more sustainable health service and lead to an equitable, climate-smart, and healthier future.",Digestive and liver disease : official journal of the Italian Society of Gastroenterology and the Italian Association for the Study of the Liver,2022-Dec,"Bortoluzzi F, Sorge A, Vassallo R, Montalbano LM, Monica F, La Mura S, Canova D, Checchin D, Fedeli P, Marmo R, Elli L",11,1097,gastroenterology,2025-11-22
37252897,The evolution of informed consent in gastroenterology.,"With medical litigation on the rise, physicians require a nuanced understanding of the legalities of consenting patients to reduce their liability while practising evidence-based medicine. This study aims to a) clarify the legal duties of gastroenterologists in the UK and USA when gaining informed consent and b) provide recommendations at the international and physician level to improve the consent process and reduce liability.A bibliometric analysis of the Web of Science database with the MeSH terms ""gastroenterology"" and ""informed consent"" yielded 383 articles, of which 228 were excluded due to not meeting the inclusion criteria. Of the top 50 articles, 48% were from American institutions and 16% were from the UK. Thematic analysis showed 72% of the articles discussed informed consent in relation to diagnostic procedures, 14% regarding treatment, and 14% regarding research participation.Both the USA and the UK have progressed from previously paternalistic <i>Natanson</i> case (1960) and <i>Bolam</i> test (1957), respectively, where physicians were held to the standard of a ""reasonable and prudent medical doctor"". The American <i>Canterbury</i> case (1972) and the British <i>Montgomery</i> case (2015) radically shifted the standard of disclosure during the consent process by requiring physicians to explain all information pertinent to a ""reasonable patient"".It is our recommendation that a two-pronged approach be taken; a) creation of international guidelines for consenting patients for invasive procedures in gastroenterology, and b) development of internationally standardised endoscopy consent forms containing all the details pertinent to a ""reasonable patient"".",The Medico-legal journal,2023-Dec,"O'Neill F, O'Neill P, Schaffer S, Poullis A",4,1691,gastroenterology,2025-11-22
37834355,New Advances in Gastroenterology: The Crucial Role of Molecular Medicine.,"The significant progress we have recently observed in the field of gastroenterology, both in the understanding of pathophysiological mechanisms and in the diagnosis and treatment of diseases, is closely related to the improvement and discovery of new biomolecular techniques [...].",International journal of molecular sciences,2023-Oct,"Candelli M, Franceschi F",2,281,gastroenterology,2025-11-22
34965045,"Covid-19: exploring the ""new normal"" in gastroenterology training.","The coronavirus disease 2019 (COVID-19) pandemic has led to unprecedented disruptions in fellowship training programs worldwide. In gastroenterology, the strain in healthcare service provision and the emphasis on preventing viral transmission has adversely impacted hands-on training opportunities, with trainees facing the constant pressure to meet training requirements under the continuous threat of viral transmission. Emerging evidence highlight the scale of the problem, specifically with regard to endoscopy competence due to cancellation of elective endoscopic procedures, provision of inpatient and outpatient consultative care as well as academic education and the mental well-being of trainees. As such, it has been necessary for trainees, trainers and training programs collectively to adapt to these challenges and incorporate novel and adaptive solutions to circumvent these training barriers. This review aims to summarise data on the global impact of COVID-19 on gastroenterology training and the practical interventions that could be implemented.",Acta gastro-enterologica Belgica,2021-,"Ekmektzoglou K, Tziatzios G, Siau K, Pawlak KM, Rokkas T, Triantafyllou K, Arvanitakis M, Gkolfakis P",8,1063,gastroenterology,2025-11-22
36498411,Clinical Nutrition in Portuguese Gastroenterology Departments: A Multicentric Study.,"Hospital nutrition is a major public health problem, as up to 50% of hospitalized patients suffer from undernutrition. Adequate nutritional support (NS) decreases morbidity/mortality, shortens the length of stay, and reduces costs. We aimed to evaluate the engagement of Portuguese gastroenterology departments in NS, especially in artificial nutrition (AN). Cross-sectional multicentric study, using an online survey sent to 31 Portuguese gastroenterology departments. Nine centers were involved, and all departments were engaged in NS activities. The most performed nutrition technique was endoscopic gastrostomy and not all departments had the expertise to perform all nutrition procedures, namely, endoscopic jejunostomy. Two departments had an AN outpatient clinic. Five centers were involved in hospital nutrition committees. Only four performed systematic nutritional evaluation of every patient on admission. Two departments developed research in the nutrition field. An increase staff and nutrition training were pointed out as suggestions to improve NS. This study outlines a broad picture of NS/AN in Portuguese gastroenterology departments. Medical nutritional training and increasing nutrition teams' staff may contribute to developing NS/AN. Multidisciplinary management of nutrition-related disorders is of utmost importance, and gastroenterologists are expected to be at the core of hospital nutrition.",International journal of environmental research and public health,2022-Dec,"Vara-Luiz F, Glória L, Mocanu I, Curado A, Medeiros I, Duarte MA, Banhudo A, Ferreira S, Vaz AM, Bastos I, Fonseca J",11,1418,gastroenterology,2025-11-22
31865331,How to Prepare Educational Lecture: EAGEN 50 Years of Experience.,"European Association of Gastroenterology, Endoscopy, and Nutrition for 50 years provided a good, professional teaching of gastroenterology across Europe by world-known experts. Teaching tips and tricks to achieve maximum effects are summarized in this review article. The good speaker should be motivated to teach the audience at the time of lecture a topic in way that information provided is remembered. The educational aim should realistic, well selected, and precisely defined. Putting an order and clarity into information provided are crucial. Speaker should feel comfortable during lecture and enjoy it. Ways to achieve that are described in this review paper. Key Messages: Medical teaching by lectures should be simple, clear, well-structured, and enjoyable.","Digestive diseases (Basel, Switzerland)",2020-,Regula J,1,767,gastroenterology,2025-11-22
39417913,"Medical Media in Pediatric Gastroenterology and Hepatology: Strategies for Effective Use by Consumers, Contributors, and Creators.","This review article explores the role of medical media in gastroenterology and hepatology, highlighting its benefits for enhancing clinical practice, education, and patient engagement. It also provides practical guidance for gastroenterologists and hepatologists on effectively implementing these tools in their daily practice. Recent findings highlight that medical media significantly boosts citation rates and dissemination of research, enhances promotional efforts, and fosters greater engagement from patients and trainees. These advances underscore the growing role of medical media in amplifying academic impact and improving educational outreach in gastroenterology and hepatology. Integrating medical media into pediatric gastroenterology and hepatology offers numerous benefits, from enhanced education and professional development to improved patient engagement. By understanding the roles of contributor, creator, and consumer and leveraging the right platforms and content types, pediatric gastroenterologists and hepatologists can effectively utilize medical media to advance their field and provide better care.",Current gastroenterology reports,2024-Dec,"Hajjat T, Tran P",2,1126,gastroenterology,2025-11-22
35028960,The digital transformation of hepatology: The patient is logged in.,"The rise in innovative digital health technologies has led a paradigm shift in health care toward personalized, patient-centric medicine that is reaching beyond traditional brick-and-mortar facilities into patients' homes and everyday lives. Digital solutions can monitor and detect early changes in physiological data, predict disease progression and health-related outcomes based on individual risk factors, and manage disease intervention with a range of accessible telemedicine and mobile health options. In this review, we discuss the unique transformation underway in the care of patients with liver disease, specifically examining the digital transformation of diagnostics, prediction and clinical decision-making, and management. Additionally, we discuss the general considerations needed to confirm validity and oversight of new technologies, usability and acceptability of digital solutions, and equity and inclusivity of vulnerable populations.","Hepatology (Baltimore, Md.)",2022-Mar,"Wu T, Simonetto DA, Halamka JD, Shah VH",4,955,gastroenterology,2025-11-22
