pmid,title,abstract,journal,publication_date,authors,num_authors,abstract_length,specialty,collection_date
33599803,Gender and career in cardiology-a cross-sectional study.,"The proportion of women as leading physicians in cardiology in university medicine has stagnated and the share of women in senior positions in cardiology is low compared with other medical specialist fields. Here, we analyze the typical barriers for women as doctors in cardiology and point to issues that make the discipline less attractive for both genders. In a cross-sectional study, a standardized online questionnaire was sent to 3873 members of the German Cardiac Society (DGK). Answers from 567 (278 women, 289 men) were analyzed, using comparisons between groups, correlation analyses, and tests of normal distribution. For 47.4% of respondents (52.0%, of women; 42.8%, of men; p = 0.049), training had lasted longer than anticipated. Average monthly gross income (full-time work) differed significantly between women and men as specialists (p = 0.004) and assistant doctors (p = 0.030). Of women, 32.1% had experienced sexual harassment in the workplace. The main arguments against a career in university medicine were an extremely competitive working climate (66.7% of women, 63.2% of men), lack of work-life balance (66.7% women, 55.3% men), and excessive workload (57.8% women, 62.5% men). As strategies to increase job attractiveness, both mentioned measures to improve the work-life balance, and the flexibility of working times and improved financial provision. Women asked for gender balance at management level (76.3% vs. 32.9% of men) and opportunities for sharing management tasks (82.4% vs. 57.9%). Flatter hierarchies were requested by more men (67.1 vs. 54.8%). Further development of the work culture in cardiology seems necessary. In order to increase the attractiveness of the field overall and to provide equal opportunities in cardiology, more targeted support should be provided to young doctors and more flexibility introduced into work.",Herz,2021-Mar,"Dettmer S, Wenzel A, Trenkwalder T, Tiefenbacher C, Regitz-Zagrosek V",5,1867,cardiology,2025-11-22
31076168,Use of extended realities in cardiology.,"Recent miniaturization of electronic components and advances in image processing software have facilitated the entry of extended reality technology into clinical practice. In the last several years, the number of applications in cardiology has multiplied, with many promising to become standard of care. We review many of these applications in the areas of patient and physician education, cardiac rehabilitation, pre-procedural planning and intraprocedural use. The rapid integration of these approaches into the many facets of cardiology suggests that they will one day become an every-day part of physician practice.",Trends in cardiovascular medicine,2020-Apr,"Southworth MK, Silva JR, Silva JNA",3,619,cardiology,2025-11-22
37309585,Clinical uses of epigenetics in cardiology and cardiothoracic surgery: an update.,"Tweetable abstract Epigenetics is a promising field in the prevention, diagnosis and intervention of cardiovascular diseases. Here, we highlight recent advances in epigenetics in the fields of cardiology and cardiothoracic surgery.",Epigenomics,2023-Apr,"Heinl JF, Aghagoli G, Sellke FW",3,231,cardiology,2025-11-22
36538996,Gender Parity in High Impact Cardiology Journals.,"Despite increased female representation in medical training, women physicians continue to be under-represented in academic cardiology, particularly in senior roles of authorship and leadership. We analyzed the top 20 most-cited cardiology journals (31,540 total articles) between January 1, 2018 and October 31, 2021 for gender distribution of editorial staff and authorship. Our data demonstrated that only 27% of articles had women as first authors and 20% as senior authors. Women constituted 23% of editorial staff. There is a statistically significant negative correlation (R = 0.67, P = 0.0011) between the percentage of women as first authors and the percentage of men on editorial boards. Overall, female authorship increased from 26% first and 19% senior authors in 2018, to 29% first and 22% senior authors in 2021. Women authors are significantly under-represented in academic cardiology publications, and additional work is needed to identify and address barriers to publishing and academic advancement for women in cardiology.",Current problems in cardiology,2023-Mar,"Petrechko O, Faturos AS, Pal S, Khan U, Majeed H, Sagheer S, Khalid S, Farook S, Khan S, Shuja H, Zaidi SH, Wasty N, Shekhar R, Sheikh AB",14,1039,cardiology,2025-11-22
33070781,Cardiology on the cutting edge: updates from the European Society of Cardiology (ESC) Congress 2020.,"The 2020 annual Congress of the European Society of Cardiology (ESC) was the first ever to be held virtually. Under the spotlight of 'the cutting edge of cardiology', exciting and ground-breaking cardiovascular (CV) science was presented both in basic and clinical research. This commentary summarizes essential updates from ESC 2020-The Digital Experience. Despite the challenges that coronavirus disease 2019 (COVID-19) has posed on the conduct of clinical trials, the ESC Congress launched the results of major studies bringing innovation to the field of general cardiology, cardiac surgery, heart failure, interventional cardiology, and atrial fibrillation. In addition to three new ESC guidelines updates, the first ESC Guidelines on Sports Cardiology and Exercise in Patients with Cardiovascular Disease were presented. As former ESC president, Professor Casadei undoubtedly pointed out the ESC Congress 2020 was a great success. During the ESC 2020 Congress, BMC Cardiovascular Disorders updated to seven journal sections including Arrhythmias and Electrophysiology, CV Surgery, Coronary Artery Disease, Epidemiology and Digital health, Hypertension and Vascular biology, Primary prevention and CV Risk, and Structural Diseases, Heart Failure, and Congenital Disorders. To conclude, an important take-home message for all CV health care professionals engaged in the COVID-19 pandemic is that we must foresee and be prepared to tackle the dramatic, long-term CV complications of COVID-19 patients.",BMC cardiovascular disorders,2020-Oct,"Gallego-Colon E, Bonaventura A, Vecchié A, Cannatà A, Fitzpatrick CM",5,1503,cardiology,2025-11-22
32624071,A primer on artificial intelligence for the paediatric cardiologist.,"The combination of pediatric cardiology being both a perceptual and a cognitive subspecialty demands a complex decision-making model which makes artificial intelligence a particularly attractive technology with great potential. The prototypical artificial intelligence system would autonomously impute patient data into a collaborative database that stores, syncs, interprets and ultimately classifies the patient's profile to specific disease phenotypes to compare against a large aggregate of shared peer health data and outcomes, the current medical body of literature and ongoing trials to offer morbidity and mortality prediction, drug therapy options targeted to each patient's genetic profile, tailored surgical plans and recommendations for timing of sequential imaging. The focus of this review paper is to offer a primer on artificial intelligence and paediatric cardiology by briefly discussing the history of artificial intelligence in medicine, modern and future applications in adult and paediatric cardiology across selected concentrations, and current barriers to implementation of these technologies.",Cardiology in the young,2020-Jul,"Gearhart A, Gaffar S, Chang AC",3,1117,cardiology,2025-11-22
34613658,Artificial intelligence in cardiology: fundamentals and applications.,"Artificial intelligence (AI) is an overarching term that encompasses a set of computational approaches that are trained through generalised learning to autonomously execute specific tasks. AI is a rapidly expanding field in medicine. In particular cardiology, with its high reliance on numerical patient data in decision making, has great potential to benefit from AI. Types of AI, including neural networks and computer vision, can dramatically change the day-to-day workflow of cardiologists, primarily through integration in diagnostic imaging modalities, periprocedural planning, electronic health record analysis and patient monitoring. Healthcare systems will undoubtedly become more automated and shift to more AI-driven methods to improve efficiency and reduce cost. Patients in the end will benefit from these changes with improved diagnostic accuracy, better tailored treatments resulting in a greater quality and quantity of life. In this article, we will describe some of the fundamental principles underlying AI that physicians should have an understanding of, along with current clinical applications.",Internal medicine journal,2022-Jun,"Watson X, D'Souza J, Cooper D, Markham R",4,1115,cardiology,2025-11-22
31801130,Digital Health in Cardiology: The Estonian Perspective.,"Digital health is rapidly entering clinical practice in cardiology. Estonia is one of the leading nations in implementing digital nationwide solutions. Recently, the European Society of Cardiology organized the 1st Summit on Digital Health in Tallinn, which provided the opportunity to discuss various aspects concerning the digitalization of cardiology. The current review focuses on the advancements of Estonian digital health and digital cardiology as well as possible barriers and solutions for implementing digital innovations in cardiology. Key Messages: The authors have included aspects from the recent summit, personal communications, and literature reviews to express the current state and future possibilities of digital health in -cardiology from the Estonian perspective.",Cardiology,2020-,"Lotman EM, Viigimaa M",2,784,cardiology,2025-11-22
33844133,Advances in Clinical Cardiology 2020: A Summary of Key Clinical Trials.,"Despite the challenge of a global pandemic, 2020 has been an invaluable year in cardiology research with numerous important clinical trials published or presented virtually at major international meetings. This article aims to summarise these trials and place them in clinical context. The authors reviewed clinical trials presented at major cardiology conferences during 2020 including the American College of Cardiology, European Association for Percutaneous Cardiovascular Interventions, European Society of Cardiology, Transcatheter Cardiovascular Therapeutics and the American Heart Association. Trials with a broad relevance to the cardiology community and those with potential to change current practice were included. A total of 87 key cardiology clinical trials were identified for inclusion. New interventional and structural cardiology data included trials evaluating bifurcation percutaneous coronary intervention (PCI) techniques, intravascular ultrasound (IVUS)-guided PCI, instantaneous wave-free (iFR) physiological assessment, new generation stents (DynamX bioadaptor), transcatheter aortic valve implantation (TAVI) in low-risk patients, and percutaneous mitral or tricuspid valve interventions. Preventative cardiology data included new data with proprotein convertase subtilisin-kexin type 9 (PCSK9) inhibitors (evolocumab and alirocumab), omega-3 supplements, evinacumab and colchicine in the setting of chronic coronary artery disease. Antiplatelet data included trials evaluating both the optimal length of course following PCI and combination of antiplatelet agents and regimes including combination antithrombotic therapies for patients with atrial fibrillation (AF). Heart failure data included the use of sodium-glucose cotransporter 2 (SGLT2) inhibitors (sotagliflozin, empagliflozin and dapagliflozin) and mavacamten in hypertrophic cardiomyopathy. Electrophysiology trials included early rhythm control in AF and screening for AF. This article presents a summary of key clinical cardiology trials during the past year and should be of relevance to both clinicians and cardiology researchers.",Advances in therapy,2021-May,"Kearney A, Linden K, Savage P, Menown IBA",4,2121,cardiology,2025-11-22
34857721,Artificial intelligence in pediatric cardiology: taking baby steps in the big world of data.,"Artificial intelligence (AI) has changed virtually every aspect of modern life, and medicine is no exception. Pediatric cardiology is both a perceptual and a cognitive subspecialty that involves complex decision-making, so AI is a particularly attractive tool for this medical discipline. This review summarizes the foundational work and incremental progress made as AI applications have emerged in pediatric cardiology since 2020. AI-based algorithms can be useful for pediatric cardiology in many areas, including: (1) clinical examination and diagnosis, (2) image processing, (3) planning and management of cardiac interventions, (4) prognosis and risk stratification, (5) omics and precision medicine, and (6) fetal cardiology. Most AI initiatives showcased in medical journals seem to work well in silico, but progress toward implementation in actual clinical practice has been more limited. Several barriers to implementation are identified, some encountered throughout medicine generally, and others specific to pediatric cardiology. Despite barriers to acceptance in clinical practice, AI is already establishing a durable role in pediatric cardiology. Its potential remains great, but to fully realize its benefits, substantial investment to develop and refine AI for pediatric cardiology applications will be necessary to overcome the challenges of implementation.",Current opinion in cardiology,2022-Jan,"Van den Eynde J, Kutty S, Danford DA, Manlhiot C",4,1374,cardiology,2025-11-22
35171443,Artificial Intelligence to Improve Risk Prediction with Nuclear Cardiac Studies.,"As machine learning-based artificial intelligence (AI) continues to revolutionize the way in which we analyze data, the field of nuclear cardiology provides fertile ground for the implementation of these complex analytics. This review summarizes and discusses the principles regarding nuclear cardiology techniques and AI, and the current evidence regarding its performance and contribution to the improvement of risk prediction in cardiovascular disease. There is a growing body of evidence on the experimentation with and implementation of machine learning-based AI on nuclear cardiology studies both concerning SPECT and PET technology for the improvement of risk-of-disease (classification of disease) and risk-of-events (prediction of adverse events) estimations. These publications still report objective divergence in methods either utilizing statistical machine learning approaches or deep learning with varying architectures, dataset sizes, and performance. Recent efforts have been placed into bringing standardization and quality to the experimentation and application of machine learning-based AI in cardiovascular imaging to generate standards in data harmonization and analysis through AI. Machine learning-based AI offers the possibility to improve risk evaluation in cardiovascular disease through its implementation on cardiac nuclear studies. AI in improving risk evaluation in nuclear cardiology. * Based on the 2019 ESC guidelines.",Current cardiology reports,2022-Apr,"Juarez-Orozco LE, Klén R, Niemi M, Ruijsink B, Daquarti G, van Es R, Benjamins JW, Yeung MW, van der Harst P, Knuuti J",10,1451,cardiology,2025-11-22
39389751,Dual Training in Interventional Cardiology: The Next Frontier.,"Dual training in Interventional Cardiology (IC) with other cardiac subspecialties such as Advanced Heart Failure and Transplant Cardiology (AHFTC) and Critical Care Cardiology (CCC) is becoming a pathway for trainees to acquire a needed skill set to deliver comprehensive care for increasingly complex patients in the intensive care unit and catheterization laboratory settings. The makeup of these training pathways varies depending on several factors, with the resultant role of the specialist reflecting this reality. Herein, we review the merits to combined fellowship training for the Interventional Cardiologist, the ideal structure of programs to facilitate this, and how the faculty position for such a unique specialist can enhance a program.",Journal of cardiac failure,2024-Oct,"Applefeld WN, Gage A, Vallabhajosyula S, Aslam MI",4,751,cardiology,2025-11-22
35029816,The application of artificial intelligence in nuclear cardiology.,"A decade of unprecedented progress in artificial intelligence (AI) has demonstrated a lot of interest in medical imaging research including nuclear cardiology. AI has a potential to reduce cost, save time and improve image acquisition, interpretation, and decision-making. This review summarizes recent researches and potential applications of AI in nuclear cardiology and discusses the pitfall of AI.",Annals of nuclear medicine,2022-Feb,"Otaki Y, Miller RJH, Slomka PJ",3,401,cardiology,2025-11-22
38386036,Fetal Cardiology Bioethics: An Innovative New Curriculum for Cardiology Trainees.,"Decision-making in fetal cardiology is fraught with ethical issues yet education in bioethics for trainees is limited or nonexistent. In this innovation report, we describe the development of a fetal cardiology bioethics curriculum designed to address this gap. The curriculum was developed to supplement the core curriculum for cardiology fellows and fetal cardiology subspecialty trainees. The series combines didactic and interactive teaching modalities and contains 5 key components: (1) introduction to bioethics and its role in fetal cardiology, (2) counseling and pathways for compassionate terminal care, (3) case vignette-based ethical analysis and discussion cases, (4) fetal counseling considerations for shared decision-making and recommendations, (5) facilitated communications role play. The curriculum was refined using session evaluations from end users. This report describes the innovative curriculum as a starting point for further incorporation and study of bioethical education in pediatric cardiology and fetal training programs.",Pediatric cardiology,2024-Apr,"Nield LE, Dahan M, Guerra V, Mustafa S, Okun N, Freud L, Han RK, Kirsch R",8,1051,cardiology,2025-11-22
35995242,Frontiers and Hotspots Evolution in Psycho-cardiology: A Bibliometric Analysis From 2004 to 2022.,"In the last 20 years, research on the topic of psycho-cardiology has gradually entered the public eye, with more innovations and applications of evidence-based medical research, biological mechanism research, and guideline consensus in the field of psycho-cardiology. This study uses a bibliometric approach to visualize and analyze the literature within the field of psycho-cardiology over the last 20 years to visualize the development process, research hotspots, and cutting-edge trends in clinical practice, mechanisms, and management strategies related to psycho-cardiology. Quantitative description and evaluation of 409 articles published in the field from 2004-2022 were conducted using CiteSpace and VOSviewer, to provide a theoretical reference for the development of psycho-cardiology.",Current problems in cardiology,2022-Dec,"Ge Y, Chao T, Sun J, Liu W, Chen Y, Wang C",6,796,cardiology,2025-11-22
34482327,How did COVID-19 affect medical and cardiology journals? A pandemic in literature.,"The spreading speed of the COVID-19 pandemic forced the medical community to produce efforts in updating and sharing the evidence about this new disease, trying to preserve the accuracy of the data but at the same time avoiding the potentially harmful delay from discovery to implementation. The aim of our analysis was to assess the impact of the COVID-19 pandemic on medical literature in terms of proportion of COVID-19-related published papers and temporal patterns of publications within a sample of general/internal medicine and cardiology journals. We searched through PubMed scientific papers published from 1 January 2020 to 31 January 2021 about COVID-19 in ten major medical journals, of which five were in general/internal medicine and five in the cardiology field. We analyzed the proportion of COVID-19-related papers, and we examined temporal trends in the number of published papers. Overall, the proportion of COVID-19-related papers was 18.5% (1986/10 756). This proportion was higher among the five selected general/internal medicine journals, compared with cardiology journals (23.8% vs 9.5%). The vast majority of papers were not original articles; in particular, in cardiology journals, there were 28% 'original articles', 17% 'review articles' and 55.1% 'miscellaneous', compared with 20.2%, 5.1% and 74.7% in general/internal medicine journals, respectively. Our analysis highlights the big impact of the COVID-19 pandemic on international scientific literature. General and internal medicine journals were mainly involved, with cardiology journals only at a later time.","Journal of cardiovascular medicine (Hagerstown, Md.)",2021-Nov,"Venturelli A, Vitolo M, Albini A, Boriani G",4,1594,cardiology,2025-11-22
34321334,Sealing the leaky pipeline: attracting and retaining women in cardiology.,"Multiple publications have addressed the under-representation of women in the cardiology workforce, and indeed in leadership positions and procedural subspecialities, despite gender parity among medical school graduates. The work-life balance does not appear to be the only determining factor since other specialties such as obstetrics have a adequate representation of women. Vlachadis Castles <i>et al</i> report the results from their online survey of 452 female doctors (both trainees and specialists) from Australia and New Zealand, 13% of whom were women in cardiology. Female cardiologists reported working longer hours and more on-call commitments; significantly fewer women in cardiology reported a balanced life, or that cardiology was family friendly or female friendly, despite a greater earning capacity and an overwhelming majority agreeing that they were professionally challenged whilst intellectually stimulated in their jobs. Our editorial addresses the deterrents to women in cardiology seeking leadership opportunities in all areas including academic, administrative and research positions.",Open heart,2021-Jul,"Cader FA, Alasnag M, Banerjee S",3,1110,cardiology,2025-11-22
36691819,"Paediatric cardiology training: burnout, fulfilment, and fears.","Burnout is well characterised in physicians and residents but not in paediatric cardiology fellows, and few studies follow burnout longitudinally. Training-specific fears have been described in paediatric cardiology fellows but also have not been studied at multiple time points. This study aimed to measure burnout, training-specific fears, and professional fulfilment in paediatric cardiology fellows with the attention to time of year and year-of-training. This survey-based study included the Professional Fulfillment Index and the Impact of Events Scale as well as an investigator-designed Fellow Fears Questionnaire. Surveys were distributed at three-time points during the academic year to paediatric cardiology fellows at a large Midwestern training programme. Fellow self-reported gender and year-of-training were collected. Descriptive analyses were performed. 10/17 (59%) of fellows completed all surveys; 60% were female, 40% in the first-year class, 40% in the second-year class, and 20% in the third-year class. At least half of the fellows reported burnout at each survey time point, with lower mean professional fulfilment scores. The second-year class, who rotate primarily in the cardiac ICU, had higher proportions of burnout than the other two classes. At least half of fellows reported that they ""often"" or ""always"" worried about not having enough clinical knowledge or skills and about work-life balance. Paediatric cardiology fellows exhibit high proportions of burnout and training-specific fears. Interventions to mitigate burnout should be targeted specifically to training needs, including during high-acuity rotations.",Cardiology in the young,2023-Nov,"McCormick AD, Lim HM, Strohacker CM, Yu S, Lowery R, Vitale C, Ligsay A, Aiyagari R, Schumacher KR, Fifer CG, Owens ST, Cousino MK",12,1646,cardiology,2025-11-22
39067719,Applications and advances of immersive technology in cardiology.,"Different forms of immersive technology, such as Virtual Reality (VR) and Augmented Reality (AR), are getting increasingly invested in medicine. Advances in head-mounted display technology, processing, and rendering power have demonstrated the increasing utility of immersive technology in medicine and the healthcare environment. There are a growing number of publications on using immersive technology in cardiology. We reviewed the articles published within the last decade that reported case studies or research that uses or investigates the application of immersive technology in the broad field of cardiology - from education to preoperative planning and intraoperative guidance. We summarized the advantages and disadvantages of using AR and VR for various application categories. Our review highlights the need for a robust assessment of the effectiveness of the methods and discusses the technical limitations that hinder the complete integration of AR and VR in cardiology, including cost-effectiveness and regulatory compliance. Despite the limitations and gaps that have inhibited us from benefiting from immersive technologies' full potential in cardiology settings to date, its promising, impactful future for standard cardiovascular care is undoubted.",Current problems in cardiology,2024-Oct,"Keramati H, Lu X, Cabanag M, Wu L, Kushwaha V, Beier S",6,1266,cardiology,2025-11-22
