pmid,title,abstract,journal,publication_date,authors,num_authors,abstract_length,specialty,collection_date
35230693,Artificial Intelligence for Precision Oncology.,"Precision oncology is an innovative approach to cancer care in which diagnosis, prognosis, and treatment are informed by the individual patient's genetic and molecular profile. The rapid development of novel high-throughput omics technologies in recent years has led to the generation of massive amount of complex patient data, which in turn has prompted the development of novel computational infrastructures, platforms, and tools to store, retrieve, and analyze this data efficiently. Artificial intelligence (AI), and in particular its subfield of machine learning, is ideal for deciphering patterns in large datasets and offers unique opportunities for advancing precision oncology. In this chapter, we provide an overview of the various public data resources and applications of AI in precision oncology and cancer research, from subtype identification to drug prioritization, using multi-omics datasets. We also discuss the impact of AI-powered medical image analysis in oncology and present the first diagnostic FDA-approved AI-powered tools.",Advances in experimental medicine and biology,2022-,"Bhalla S, Laganà A",2,1049,oncology,2025-11-22
33387095,Radiogenomics in Interventional Oncology.,"Radiogenomics is a growing field that has garnered immense interest over the past decade, owing to its numerous applications in the field of oncology and its potential value in improving patient outcomes. Current applications have only begun to delve into the potential of radiogenomics, and particularly in interventional oncology, there is room for development and increased value of these applications. The field of interventional oncology (IO) has seen valuable radiogenomic applications, from prediction of response to locoregional therapies in hepatocellular carcinoma to identification of genetic mutations in non-small cell lung cancer. Future directions that can increase the value of radiogenomics include applications that address tumor heterogeneity, predict immune responsiveness of tumors, and differentiate between oligoprogression and early widespread progression, among others. Radiogenomics, whether in terms of methodologies or applications, is still in the early stages of development and far from maturation. Future applications, particularly in the field of interventional oncology, will allow realization of its full potential.",Current oncology reports,2021-Jan,"Moussa AM, Ziv E",2,1150,oncology,2025-11-22
33561392,Standing at the Crossroads.,"Comorbid conditions among cancer survivors are not a stranger to oncologists, but the conditions change when the cancer therapy toolbox expands. New interdisciplinary fields are recognized. We ask clinicians from psycho-oncology, cardio-oncology, and neurology to tell us how the fields have progressed and what to expect when we are standing at the crossroads of cancer.",Cancer cell,2021-Feb,"Tang L, Moslehi J, Tang Y",3,371,oncology,2025-11-22
33008500,Biotech and Breakthroughs in Immuno-Oncology.,"The age of immuno-oncology has ushered in a rush within the biopharmaceutical industry. This intense focus has been characterized as a frenzy or overhyped, but represents a substantial investment in new products that hope to harness the immune system against cancer. Such agents include next-generation checkpoint antagonists, immune costimulatory agonists, and a diverse array of novel mechanisms of action and therapeutic modalities targeting immune cell types and the interplay of the host and tumor at the immune synapse. This article surveys the clinical development and investment activity with Immuno-Oncology, specifically prostate, kidney, and bladder cancers.",The Urologic clinics of North America,2020-Nov,Bockman JM,1,669,oncology,2025-11-22
32533793,The microbiome in pediatric oncology.,"The human microbiome comprises a diverse set of microorganisms, which play a mostly cooperative role in processes such as metabolism and host defense. Next-generation genomic sequencing of bacterial nucleic acids now can contribute a much broader understanding of the diverse organisms composing the microbiome. Emerging evidence has suggested several roles of the microbiome in pediatric hematology/oncology, including susceptibility to infectious diseases, immune response to neoplasia, and contributions to the tumor microenvironment as well as changes to the microbiome from chemotherapy and antibiotics with unclear consequences. In this review, the authors have examined the evidence of the role of the microbiome in pediatric hematology/oncology, discussed how the microbiome may be modulated, and suggested key questions in need of further exploration.",Cancer,2020-Aug,"Rotz SJ, Dandoy CE",2,860,oncology,2025-11-22
34023114,Sleep-Wake Disturbances in Oncology.,"Sleep-wake disturbances are common in patients with cancer. Despite the high prevalence of altered sleep patterns in oncology settings, there remains a gap in consistent assessment of sleep, leading to an underrecognized and undertreated condition. Provider failure in addressing sleep-wake disturbances can result in chronic issues with insomnia and has a negative impact on quality of life and cancer survivorship. Often sleep-wake disturbances present in symptom ""clusters"" including, anxiety, depression, and fatigue, which adds to the complexity of managing sleep disorders in oncology. Aggressive management strategies for managing underlying symptom burden from disease or medications effects is a priority.",The Nursing clinics of North America,2021-Jun,"Acker KA, Carter P",2,714,oncology,2025-11-22
32122549,CRISPR technology for immuno-oncology applications.,"Emergency of the CRISPR technology, a new genome editing tool, revolutionized the biomedical research field in the past 6 years. At the same time, recent advances in cancer immunotherapy reinvigorated our hope to cure most if not all cancer patients with further development of various treatment options. A combination of the CRISPR technology with immuno-oncology research will undoubtedly accelerate the development of new cancer therapies. This review will focus on the CRISPR system and its applications in immune-oncology including identification of immune-oncology gene targets, generation of cancer animal models, and enabling better cell design and manufacture for adoptive cellular therapies.",Methods in enzymology,2020-,"Wang J, Balan V, Marincola F",3,701,oncology,2025-11-22
39707545,Integrated machine learning reveals the role of tryptophan metabolism in clear cell renal cell carcinoma and its association with patient prognosis.,"Precision oncology's implementation in clinical practice faces significant constraints due to the inadequacies in tools for detailed patient stratification and personalized treatment methodologies. Dysregulated tryptophan metabolism has emerged as a crucial factor in tumor progression, encompassing immune suppression, proliferation, metastasis, and metabolic reprogramming. However, its precise role in clear cell renal cell carcinoma (ccRCC) remains unclear, and predictive models or signatures based on tryptophan metabolism are conspicuously lacking. The influence of tryptophan metabolism on tumor cells was explored using single-cell RNA sequencing data. Genes involved in tryptophan metabolism were identified across both single-cell and bulk-cell dimensions through weighted gene co-expression network analysis (WGCNA) and its single-cell data variant (hdWGCNA). Subsequently, a tryptophan metabolism-related signature was developed using an integrated machine-learning approach. This signature was then examined in multi-omics data to assess its associations with patient clinical features, prognosis, cancer malignancy-related pathways, immune microenvironment, genomic characteristics, and responses to immunotherapy and targeted therapy. Finally, the genes within the signature were validated through experiments including qRT-PCR, Western blot, CCK8 assay, and transwell assay. Dysregulated tryptophan metabolism was identified as a potential driver of the malignant transformation of normal epithelial cells. The tryptophan metabolism-related signature (TMRS) demonstrated robust predictive capability for overall survival (OS) and progression-free survival (PFS) across multiple datasets. Moreover, a high TMRS risk score correlated with increased tumor malignancy, significant metabolic reprogramming, an inflamed yet dysfunctional immune microenvironment, heightened genomic instability, resistance to immunotherapy, and increased sensitivity to certain targeted therapeutics. Experimental validation revealed differential expression of genes within the signature between RCC and adjacent normal tissues, with reduced expression of DDAH1 linked to enhanced proliferation and metastasis of tumor cells. This study investigated the potential impact of dysregulated tryptophan metabolism on clear cell renal cell carcinoma, leading to the development of a tryptophan metabolism-related signature that may provide insights into patient prognosis, tumor biological status, and personalized treatment strategies. This signature serves as a valuable reference for further exploring the role of tryptophan metabolism in renal cell carcinoma and for the development of clinical applications based on this metabolic pathway.",Biology direct,2024-Dec,"Li F, Hu H, Li L, Ding L, Lu Z, Mao X, Wang R, Luo W, Lin Y, Li Y, Chen X, Zhu Z, Lu Y, Zhou C, Wang M, Xia L, Li G, Gao L",18,2732,oncology,2025-11-22
32368174,Use of immuno-oncology in melanoma.,"Treatment options for patients with metastatic melanoma have expanded rapidly since the approval of ipilimumab by the U.S. Food and Drug Administration in 2011. Cytokines such as interferon and interleukin-2 were approved in 1995 and 1998 respectively. However, the effect on survival was marginal, and the toxicity, substantial. Multiple vaccine studies likewise failed to show improvements in survival. The ""Holy Grail"" came with the discovery of immune checkpoints, and the first metastatic melanoma trial to show an improvement in overall survival involved the use of an immune checkpoint inhibitor against ctla-4: ipilimumab. Since then, the field of immuno-oncology has exploded, with approvals for PD-1 inhibitors and discovery, in clinical trials, of several novel checkpoints such as tim-3, lag-3, and others. In fact more than 950 novel immunotherapy drugs are currently being trialled. Recently, combinations of ctla-4 and PD-1 inhibitors have been associated with 1-year survival rates exceeding 80% and 4-year survival rates greater than 50%. In no tumour has as much progress been made in the last 5 years as in melanoma, and the efforts to unravel and exploit mechanisms used by the tumour to avoid immune detection are just beginning.","Current oncology (Toronto, Ont.)",2020-Apr,Smylie MG,1,1250,oncology,2025-11-22
39681638,PDX models for functional precision oncology and discovery science.,"Precision oncology relies on detailed molecular analysis of how diverse tumours respond to various therapies, with the aim to optimize treatment outcomes for individual patients. Patient-derived xenograft (PDX) models have been key to preclinical validation of precision oncology approaches, enabling the analysis of each tumour's unique genomic landscape and testing therapies that are predicted to be effective based on specific mutations, gene expression patterns or signalling abnormalities. To extend these standard precision oncology approaches, the field has strived to complement the otherwise static and often descriptive measurements with functional assays, termed functional precision oncology (FPO). By utilizing diverse PDX and PDX-derived models, FPO has gained traction as an effective preclinical and clinical tool to more precisely recapitulate patient biology using in vivo and ex vivo functional assays. Here, we explore advances and limitations of PDX and PDX-derived models for precision oncology and FPO. We also examine the future of PDX models for precision oncology in the age of artificial intelligence. Integrating these two disciplines could be the key to fast, accurate and cost-effective treatment prediction, revolutionizing oncology and providing patients with cancer with the most effective, personalized treatments.",Nature reviews. Cancer,2025-Mar,"Blanchard Z, Brown EA, Ghazaryan A, Welm AL",4,1349,oncology,2025-11-22
30472716,Machine Learning and Imaging Informatics in Oncology.,"In the era of personalized and precision medicine, informatics technologies utilizing machine learning (ML) and quantitative imaging are witnessing a rapidly increasing role in medicine in general and in oncology in particular. This expanding role ranges from computer-aided diagnosis to decision support of treatments with the potential to transform the current landscape of cancer management. In this review, we aim to provide an overview of ML methodologies and imaging informatics techniques and their recent application in modern oncology. We will review example applications of ML in oncology from the literature, identify current challenges and highlight future potentials.",Oncology,2020-,"Tseng HH, Wei L, Cui S, Luo Y, Ten Haken RK, El Naqa I",6,680,oncology,2025-11-22
36458431,Precision Oncology: 2022 in Review.,"This article presents a review of the major advances and future implications in precision oncology accomplished in 2022 and centers on three primary pillars: advances in (i) rational drug design, (ii) study design, and (iii) novel biomarkers.",Cancer discovery,2022-Dec,"Rosen E, Drilon A, Chakravarty D",3,242,oncology,2025-11-22
32408309,Oncology Informatics: Status Quo and Outlook.,"Oncology has undergone rapid progress, with emerging developments in areas including cancer stem cells, molecularly targeted therapies, genomic analyses, and individually tailored immunotherapy. These advances have expanded the tools available in the fight against cancer. Some of these have seen broad media coverage resulting in justified public attention. However, these achievements have only been possible due to rapid developments in the expanding field of biomedical informatics and information technology (IT). Artificial intelligence, radiomics, electronic health records, and electronic patient-reported outcome measures (ePROMS) are only a few of the developments enabling further progress in oncology. The promising impact of IT in oncology will only become reality through a multidisciplinary approach to the complex challenges ahead.",Oncology,2020-,"Putora PM, Baudis M, Beadle BM, El Naqa I, Giordano FA, Nicolay NH",6,847,oncology,2025-11-22
36150817,Specimen Considerations in Molecular Oncology Testing.,"Proper treatment of the patient with cancer depends on an accurate diagnosis of the tumor and is further directed by prognostic and more recently therapeutic molecular signatures in the era of precision medicine. Molecular oncology testing provides diagnostic, prognostic, and therapeutic information derived from the tumor genome. The aim of this review is to provide valuable information to laboratories for choosing optimal clinical specimens for molecular oncology testing by evaluating the strengths and weaknesses of different sample types from the procurement, processing, and pre-analytic selection matching to different test platforms.",Clinics in laboratory medicine,2022-Sep,"Gan Q, Roy-Chowdhuri S",2,644,oncology,2025-11-22
32174754,Immunotherapy in soft-tissue sarcoma.,"Soft-tissue sarcoma (sts) is a rare mesenchymal malignancy that accounts for less than 1% of all adult tumours. Despite the successful advancement of localized therapies such as surgery and radiotherapy, these tumours can, for many, recur-often with metastatic disease. In the advanced setting, the role of systemic therapies is modest and is associated with poor survival. With the discovery of immunotherapies in other tumour types such as melanoma and lung cancer, interest has been renewed in exploring immunotherapy in sts. The biology of some stss makes them ripe for immunotherapy intervention; for example, some stss might have chromosomal translocations resulting in pathognomonic fusion products that have been shown to express cancer/testis antigens. Here, we present a targeted review of the published data and ongoing clinical trials for immunotherapies in patients with sarcoma, which comprise immune checkpoint inhibitors, adoptive cell therapies, and cancer vaccines.","Current oncology (Toronto, Ont.)",2020-Feb,"Ayodele O, Razak ARA",2,983,oncology,2025-11-22
34097148,Cardio-oncology Training in the COVID-19 Era.,"Cardio-oncology is a field dedicated to the prevention, diagnosis, and management of cardiovascular disease in cancer patients before, during, and after cancer therapy. It is an emerging field with limited opportunities for structured education and training. In the year 2021, we cannot define the requirements of cardio-oncology training without acknowledging the impact of the global coronavirus disease 19 (COVID-19) pandemic. While this pandemic poses significant health risks to patients with cancer and cardiovascular disease as well as the providers who care for them, it also allows novel opportunities for the nascent field of cardio-oncology to readily adapt. In this article, we detail how the COVID-19 pandemic has impacted all aspects of cardio-oncology training, how programs and trainees can adapt to these challenges, and how lessons learned from the COVID-19 era can continue to positively impact cardio-oncology training for the foreseeable future.",Current treatment options in oncology,2021-Jun,"Feldman S, Liu J, Steingart R, Gupta D",4,966,oncology,2025-11-22
32781038,Models for Immuno-oncology Research.,"The interactions between cancer cells and immune cells are complex and context dependent. Choosing the right model to study these interactions is a crucial step in the development of immunotherapies. From cell co-cultures to organoids, organs-on-chip, and a variety of mouse models, experts share their model of choice for immuno-oncology research and discuss their strengths and caveats.",Cancer cell,2020-Aug,,0,388,oncology,2025-11-22
39507541,Molecular and modular intricacies of precision oncology.,"Precision medicine is revolutionizing the world in combating different disease modalities, including cancer. The concept of personalized treatments is not new, but modeling it into a reality has faced various limitations. The last decade has seen significant improvements in incorporating several novel tools, scientific innovations and governmental support in precision oncology. However, the socio-economic factors and risk-benefit analyses are important considerations. This mini review includes a summary of some commendable milestones, which are not just a series of successes, but also a cautious outlook to the challenges and practical implications of the advancing techno-medical era.",Frontiers in immunology,2024-,Chhabra R,1,692,oncology,2025-11-22
34837074,Artificial intelligence in oncology: current applications and future perspectives.,"Artificial intelligence (AI) is concretely reshaping the landscape and horizons of oncology, opening new important opportunities for improving the management of cancer patients. Analysing the AI-based devices that have already obtained the official approval by the Federal Drug Administration (FDA), here we show that cancer diagnostics is the oncology-related area in which AI is already entered with the largest impact into clinical practice. Furthermore, breast, lung and prostate cancers represent the specific cancer types that now are experiencing more advantages from AI-based devices. The future perspectives of AI in oncology are discussed: the creation of multidisciplinary platforms, the comprehension of the importance of all neoplasms, including rare tumours and the continuous support for guaranteeing its growth represent in this time the most important challenges for finalising the 'AI-revolution' in oncology.",British journal of cancer,2022-Jan,"Luchini C, Pea A, Scarpa A",3,927,oncology,2025-11-22
32174753,Systemic therapy in pediatric-type soft-tissue sarcoma.,"Soft-tissue sarcoma (sts) is rare and represents approximately 7% of cancers in children and in adolescents less than 20 years of age. Rhabdomyosarcoma (rms) is most prevalent in children less than 10 years of age and peaks again during adolescence (16-19 years of age). Multi-agent chemotherapy constitutes the mainstay of treatment for rms. In other non-rhabdomyosarcoma soft-tissue tumours, such as synovial sarcoma, evidence for routine use of chemotherapy is less robust, and alternative treatment options, including targeted agents and immunotherapy, are being explored. In this review, we focus on chemotherapy for pediatric-type rms and discuss the advances and challenges in systemic treatment for select non-rhabdomyosarcoma soft-tissue tumours in children and adolescents. We support an increasingly cooperative approach for treating pediatric and adult sts.","Current oncology (Toronto, Ont.)",2020-Feb,"Ingley KM, Cohen-Gogo S, Gupta AA",3,869,oncology,2025-11-22
35230680,The Architecture of a Precision Oncology Platform.,"Precision oncology is a novel research field and approach to cancer care which leverages high-throughput sequencing technologies and bioinformatics pipelines to determine diagnosis, prognosis, and treatment of patients in a personalized manner. This chapter provides an overview of a typical precision oncology software platform, from raw data to patient reports. Standard and advanced analytical components are described and discussed, along with their strengths and limitations, in general and in the context of a precision oncology application for advanced cancer patients.",Advances in experimental medicine and biology,2022-,Laganà A,1,576,oncology,2025-11-22
39532885,Shareable artificial intelligence to extract cancer outcomes from electronic health records for precision oncology research.,"Databases that link molecular data to clinical outcomes can inform precision cancer research into novel prognostic and predictive biomarkers. However, outside of clinical trials, cancer outcomes are typically recorded only in text form within electronic health records (EHRs). Artificial intelligence (AI) models have been trained to extract outcomes from individual EHRs. However, patient privacy restrictions have historically precluded dissemination of these models beyond the centers at which they were trained. In this study, the vulnerability of text classification models trained directly on protected health information to membership inference attacks is confirmed. A teacher-student distillation approach is applied to develop shareable models for annotating outcomes from imaging reports and medical oncologist notes. 'Teacher' models trained on EHR data from Dana-Farber Cancer Institute (DFCI) are used to label imaging reports and discharge summaries from the Medical Information Mart for Intensive Care (MIMIC)-IV dataset. 'Student' models are trained to use these MIMIC documents to predict the labels assigned by teacher models and sent to Memorial Sloan Kettering (MSK) for evaluation. The student models exhibit high discrimination across outcomes in both the DFCI and MSK test sets. Leveraging private labeling of public datasets to distill publishable clinical AI models from academic centers could facilitate deployment of machine learning to accelerate precision oncology research.",Nature communications,2024-Nov,"Kehl KL, Jee J, Pichotta K, Paul MA, Trukhanov P, Fong C, Waters M, Bakouny Z, Xu W, Choueiri TK, Nichols C, Schrag D, Schultz N",13,1503,oncology,2025-11-22
33950772,Assessing the pricing and benefits of oncology products: an update.,"<b>Introduction</b>: Oncology expenditure is outperforming all other health care sectors. In particular, the cost of oncology pharmaceuticals is soaring as it is fueled both by incremental costs and the introduction rate of new products. Due to the particularities of cancer as a disease, a significant multilayer of pressure is exerted toward the reimbursement of new treatments. Nevertheless, if the expenditure increase is left unattended, it may hamper the viability of any health care system worldwide.<b>Areas covered</b>: A literature review of the expenditure on oncology pharmaceuticals and the exploration of the root causes for the increase in expenditure was performed.<b>Expert commentary</b>: The surging oncology expenditure demonstrates a multi-layer causality that encompasses prices, the uncertainty of clinical trials, the specificities of cancer as a disease, and the artificial monopoly of oncology modalities. Moreover, laxity in the regulatory approval of new products was noted. In addition, the study design should be adequately justified. Finally, new reimbursement schemes, that explicitly reward and promote clinically meaningful and measurable outcomes, are also imperative.",Expert review of pharmacoeconomics & outcomes research,2021-Jun,Petrou P,1,1203,oncology,2025-11-22
33058109,The Expanding Role of Immunotherapy.,"ONCOLOGY® recently spoke with Mario Sznol, MD, professor of medicine (medical oncology) at Yale School of Medicine and Yale Cancer Center, about the rapidly expanding use of immunotherapies, the future of immuno-oncology, and the management of immune-related toxicities.","Oncology (Williston Park, N.Y.)",2020-Oct,,0,270,oncology,2025-11-22
35373284,"Think Globally, Act Locally: Globalizing Precision Oncology.","Globalizing precision oncology should be a major priority for cancer care in the upcoming decades. In this issue, the K-MASTER study provides a framework for infrastructure building in East Asia illustrating the widening global potential of precision oncology. It is time to modify the precision oncology mantra: Give the right drug, to the right patient, at the right time in every country, to think globally and act locally. See related article by Park et al., p. 938 (3).",Cancer discovery,2022-Apr,"Moyers JT, Subbiah V",2,474,oncology,2025-11-22
